EVA #,Country,Crew,Vehicle,Date,Duration,Purpose
346,Russia,Leroy Chiao            Salizhan Sharipov,ISS Incr-10,03/28/2005,4:30,"Installed 3 ATV antennas on SM fwd end.  Jettisoned German Nanosputnik experiment.  Installed ATV GPS antenna on SM aft end.  Photographed/observed ONA antenna drive to aid MCC-M troubleshooting.  Inpected ATV retroreflector for contamination (little found).  Jettisoned elec caps, antenna covers, glove wipe towels"
364,Russia,Dmitry Kondratiev         Oleg Skripochka,ISS Incr-26,02/16/2011,4:51,Installed Photon-Gamma and Radiometria experiments on SM.  Jettisoned foot restraint.  Retrieved Komplast panels from FGB.
347,Russia,Sergei Krikalev            John Phillips,ISS Incr-11,08/18/2005,4:58,"Retrieve canister #1 of the Biorisk experiment can #1,  MPAC/SEEDS materials experiment panel #3 and Matryoshka radiation dosimetry experiment.  Install Automated Transfer Vehicle (ATV) backup docking camera.  Relocate SKK material experiment #4 and install #5.  Ran out of time to relocate Russian cargo crane grapple fixture adapter from FGB to PMA3 (prep for STS-116/12A.1)"
348,Russia,Valeri Tokarev           Bill McArthur        ,ISS Incr-12,02/03/2006,5:44,"Jettisoned life expired Orlan suit with Ham radio inside (RadioSkaf or Suit Sat).  Relocated Strela adapter from FGB to PMA-3. Removed zenith TUS cable from IUA, secured to MT handrail because safing bolt would not engage adequately. Retrieved science experiment (Biorisk) and photographed exterior of Service Module."
349,Russia,Pavel Vinogradov         Jeff Williams,ISS Incr-13,,6:31,"Installed new hydrogen vent for Elektron O2 generator.  Retrieved Kromka, BKHD and Biorisk experiments.  Relocated ATV WAL3 antenna cable to improve system performance.  Photographed ATV WAL2 antenna and SM reboost engine to aid engine cover troubleshooting.  Lost crane foot restraint adapter.  Replaced MBS camera (EVA extended by 50 min to permit task)."
350,Russia,Mikhail Tyurin    Michael Lopez-Alegria,ISS Incr-14,11/22/2006,5:38,Performed golf demo (one ball jettisoned).  Inspected but unable to stow Progress antenna.  Relocated ATV antenna impairing SM reboost engine.  Installed solar radiation experiment (minus data cable)
351,Russia,Mikhail Tyurin    Michael Lopez-Alegria,ISS Incr-14,02/22/2007,6:18,Cut/cleared Progress antenna interfering with undocking. Adjusted ATV antenna interfaces. Replaced a materials experiment. Installed data cable of radiation experiment. Photographed ATV reflectors and numerous experiments. Installed 2 foot restraints outside airlock. Inspected safety of cargo crane mechanisms.  Successfully used new LED helmet lights.  EV1's sublimator breakthru caused helmet fogging before reset correction.
352,Russia,Fyodor Yurchikhin              Oleg Kotov ,ISS Incr-15,05/30/2007,5:25,Start delayed 45 minutes due to comm misconfig.  Transferred MMOD panels from PMA3 to SM and installed 5 of 17 panels.  Installed ATV GPS antenna cable.  Suit wrist mirror lost overboard.
353,Russia,Fyodor Yurchikhin              Oleg Kotov ,ISS Incr-15,06/06/2007,5:37,Installed SM-FGB cable for local area network (LAN) and Biorisk science experiment.  Installed last 12 MMOD shields on SM.  
354,Russia,Sergei Volkov              Oleg Kononenko,ISS Incr-17,07/10/2008,6:19,Removed a pyrobolt from 1 of 5 Soyuz capsule restraints.  First use of US helmet TV on Orlan.  Lost tool and insulation fragments overboard.  Jettisoned thruster cover bounced off radiator in wrong direction.
355,Russia,Sergei Volkov              Oleg Kononenko,ISS Incr-17,07/15/2008,5:54,Prepped for new module (MRM2) installation by installing a SM docking target and inspecting antenna attach points.  Installed Vsplesk cosmic radiation experiment and retrieved Biorisk experiment.  Unbent a ham radio antenna.
356,Russia,Yuri Lonchakov         Mike Fincke,ISS Incr-18,,5:39,Installed Langmuir probe to aid Soyuz reentry sep analysis.  Retrieved a BIORISK can.  Installed EXPOSE R and Impulse experiments.  Had to deinstall and return EXPOSE R to cabin when it wouldnÂt activate.  Deferred other tasks.  Failed valve forced use of stored gas to repress airlock.
358,Russia,Gennady Padalka      Mike Barratt,ISS Incr-19,06/05/2009,4:54,First use of new Orlan MK suits with digital caution/warning electronics.  Started 1 hour late due to faulty CO2 readings.  Installed two docking navigation antennas on zenith port of service module as prep for MRM2 arrival
359,Russia,Gennady Padalka      Mike Barratt,ISS Incr-19,06/10/2009,0:12,Relocated docking cone to zenith port of Service Module as prep for MRM2 arrival
360,Russia,Oleg Kotov         Maxim Suraev,ISS Incr-22,01/14/2010,5:44,"Prepped new module (MRM2) for Soyuz/Progress usage by installing Kurs navigation antennas/cables and docking targets.  Installed 2 hatch handrails, jettisoned excess thermal blankets and retrieved can of Biorisk experiment"
361,Russia,Fyodor Yurchikin    Mikhail Kornienko,ISS Incr-24,07/27/2010,6:42,Replaced degraded ATV docking camera and jettisoned old unit.  Removed launch restraints from MRM1 camera.  Installed cables to enable dockings to MRM1.  Lost cable clamp
362,Russia,Fyodor Yurchikin     Oleg Skripochka,ISS Incr-25,10/15/2010,6:27,"Installed experiment platform on SM large diameter, CKK materials experiment on MRM2 and two handrail gap spanners.  Collected sample wipes of prop byproducts and microbes from thermal blankets.  Retrieved ROKVISS robot experiment and jettisoned wipedown towels.  Removed but not able to relocate MRM1 TV camera due to thermal blanket.  FGB paint chips lost overboard"
363,Russia,Dmitry Kondratiev         Oleg Skripochka,ISS Incr-26,01/21/2011,5:23,Installed 100Mb/sec data downlink antenna and its cables.  Retrieved plasma and ExposeR materials exposure experiments.  Finished installation of MRM1 docking TV camera by cutting into impeding thermal blanket.  Jettisoned antenna cover and cable reel
365,Russia,Sergei Volkov       Alexander Samokutyaev ,ISS Incr-28,08/03/2011,6:23,"Installed laser comm and Biorisk experiments.  Jettisoned covers of laser experiment. After delay due to broken rcvr antenna, deployed ham radio satellite Radioskaf-V/Arissat-1.  Removed SM-MRM1 Kurs antenna from SM.  Took photos of materials experiments, degraded antenna and images of Russian space heroes.  Due to time, did not relocate strela crane from DC1 to MRM1.  "
366,Russia,Oleg Kononenko                   Anton Shkaplerov,ISS Incr-30,02/16/2012,6:15,"Relocated 1st strela crane from DC1 to MRM1 and jettisoned base thermal cover.  Installed materials exposure experiment and took 1 of 2 swab samples of contamination under thermal blanket.  Due to time, did not install SM MMOD shields"
367,Russia,Gennady Padalka  Yuri Malenchenko ,ISS Incr-32,08/20/2012,5:51,1 hr late start due to airlock valve.  Relocated cargo crane from DC1 to FGB as prep for MLM.  Installed MMOD shields on Service Module and support struts for airlock exit ladder.  Deployed small satellite and retrieved Biorisk experiment canister
368,Russia,Pavel Vinogradov     Roman Romanenko,ISS Incr-35,04/19/2013,6:38,"Installed plasma experiment/cables/probes, replaced degraded ATV navigation reflector, jettisoned cable reel, towels and probe boxes, retrieved biorisk canister. Lost materials exposure experiment overboard"
369,Russia,Fyodor Yurchikhin                  Alexander Misurkin ,ISS Incr-36,06/24/2013,6:34,Power cable clamps installed and Kurs tested in prep for MLM. Replaced FGB flow control valve. Installed INDICATOR of CONTROL space experiment on MRM2.  Removed VINOSLIVOST  experiment from MRM-2 and PHOTON-GAMMA from SM.  Installed 3 of 5 SM handrail gap spanners
370,Russia,Fyodor Yurchikhin                  Alexander Misurkin ,ISS Incr-36,08/16/2013,7:29,"Â Installed VINOSLIVOST experiment on MRM2, 2 MLMÂUSOS power cables, FGB Â MRM2 gap spanners, MLM-USOS ETHERNET cable
Â Installation of gap spanners SM Â MRM2 (if time allows)
Â Retracted & stowed Strela-1 on DC1"
371,Russia,Fyodor Yurchikhin                  Alexander Misurkin ,ISS Incr-36,08/22/2013,5:58,"Â Retrieved laser downlink comm experiment from SM and replaced it with a biaxial camera pointing system.  
Â Inspected all 6 ATV WAL PCE antennas and tightened loose screws that lost an antenna cover overboard. 
Â collected surface ÂTestÂ samples on MRM2 EV Hatch 2
Â Installed 2 gap spanners on SM
 Displayed Russian flag for national holiday"
